archetype_id,category_code,name_ko,primary_entity_unit,estimate_status,count_low,count_base,count_high,confidence_grade,rule_hash
ARC-05-066,work_career,영남권 취업초기·안정지향 직업·고용·경력,person,not_estimable,,,,E,6a732c2880056961214214d303f16decc3e870fe215a1b69fa5ffcc6eb9866fc
ARC-05-067,work_career,영남권 취업초기·유연근무 직업·고용·경력,person,not_estimable,,,,E,90f75a7afc54ccc56a2cf83121b1959827a6b882aaef955066cbd849db58ca7b
ARC-05-068,work_career,영남권 취업초기·재교육 직업·고용·경력,person,not_estimable,,,,E,a67ab28febf8d529dbde699c70786588d8ff3c128f892202cd3f5ab790ef1a24
ARC-05-069,work_career,영남권 경력직·성장지향 직업·고용·경력,person,not_estimable,,,,E,27fbe458bb419b1dcbba0b2c9d87901c5c0a8e11bb0a9fdbea02fa7a76fe53f8
ARC-05-070,work_career,영남권 경력직·안정지향 직업·고용·경력,person,not_estimable,,,,E,32a5d1a6dd7fdf7f62da5d1cd8ac61299b28d231b5cb7f7486834e5e86590181
ARC-05-071,work_career,영남권 경력직·유연근무 직업·고용·경력,person,not_estimable,,,,E,80ff153f2e468182b23b49cf267430dd637b682eba457067764ac828e04c552f
ARC-05-072,work_career,영남권 경력직·재교육 직업·고용·경력,person,not_estimable,,,,E,641eb518d589ca819d9b76f4db62f950cad9a5e9a0e3dc1e85ae88bcc1046b3a
ARC-05-073,work_career,영남권 전직기·성장지향 직업·고용·경력,person,not_estimable,,,,E,7501ffe0209e2af302cc36a58229644a220eb486011d73f9d3fe2daf275b4df8
ARC-05-074,work_career,영남권 전직기·안정지향 직업·고용·경력,person,not_estimable,,,,E,ffe2ffe64716abe83ecba833017f09e1c2852a1a363bfef58500dfbbba4ab531
ARC-05-075,work_career,영남권 전직기·유연근무 직업·고용·경력,person,not_estimable,,,,E,49818d642a89ac034d9c16bcb1bff6290c6dd1d778645fbbcc20a1c36b8528bd
ARC-05-076,work_career,영남권 전직기·재교육 직업·고용·경력,person,not_estimable,,,,E,2503837f0ee7b59e7943139048a5b50282fbae86dca0d3d35bf4a2696854dcd9
ARC-05-077,work_career,영남권 은퇴전후·성장지향 직업·고용·경력,person,not_estimable,,,,E,1f8d653dd2e11764bb8e946bad2b7c16fb0e38235a7b734d5ea7e8dbbedb30a8
ARC-05-078,work_career,영남권 은퇴전후·안정지향 직업·고용·경력,person,not_estimable,,,,E,44ac50630bcf610a775b3055d2788fcbfffa779776a0c3b4e77eccda034c710e
ARC-05-079,work_career,영남권 은퇴전후·유연근무 직업·고용·경력,person,not_estimable,,,,E,8bc94cd4143b5d092ec630ec67c4b9f259b8565fbc9e884ab9a43a074bea5cec
ARC-05-080,work_career,영남권 은퇴전후·재교육 직업·고용·경력,person,not_estimable,,,,E,de974a7066355f989193def243b0bd5510d4c5b3ef3cf67bde25474ab4adaf2b
ARC-06-001,small_business,대한민국 홈페이지 미보유 60대 음식점 사업자,enterprise,estimated,130000,170000,210000,D,22fd8c1588b6f59ddd12b8c1e0877933b596c99ee3a8c164687a03b6b3a724cf
ARC-06-002,small_business,전국 창업초기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,fb883af790f627c0ceff1fbed821cbcd30a1cab53bb448f5fceb740b2731dd0b
ARC-06-003,small_business,전국 창업초기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,d4e0d6345dd9d0c2b0e5deff97d60e6a3bf2d0b365d3a0446da81bda5177a089
ARC-06-004,small_business,전국 창업초기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,23b4be13e866aa96303c37aecb4ea0142e036ebda466011bf0013b0fb29214ad
ARC-06-005,small_business,전국 성장기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,37bafd532c732b3556918c98b0747a9e7675a3dca980520df3464fc2544deba0
ARC-06-006,small_business,전국 성장기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,2f2620a15c2dbb444559231e012bf03cda3a21ac846fd96de61e01e55a66a599
ARC-06-007,small_business,전국 성장기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,007b582a5f8aaee0efd8083d214119c18c7f255722b3075e0ea89a5410e01049
ARC-06-008,small_business,전국 성장기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,ae292b5f4a37d62f89cd33c1d6f1a3616adf74b23685e857ada63dc98f4b0fd8
ARC-06-009,small_business,전국 안정운영·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,de3141cd4d7e4700f769962e08da59b7b5016a5397f375fc40822957a3d277d8
ARC-06-010,small_business,전국 안정운영·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,2def95757ba4e70fc6c9c46b164aba13a8a27fa58472ed2728601228cb89ffe9
ARC-06-011,small_business,전국 안정운영·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,813dc77c8833818a8e8ca0a7db07db2b4caf674887c033fa5ca8172d8af35f6a
ARC-06-012,small_business,전국 안정운영·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,426085c3e0c7132831d007b1c647ec82cea000605702fedabb16dc56d61f2521
ARC-06-013,small_business,전국 승계·폐업전환·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,5ebd50fca92f0c95b89b4dd097957ef95a85306dc4cdb2620dd46540d0bc5d8a
ARC-06-014,small_business,전국 승계·폐업전환·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,fcdb4ecfe8dcb3311e3ec91774cef73bb3721fc822f8446a4f960eadf5d7d962
ARC-06-015,small_business,전국 승계·폐업전환·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,7fba6ed660110e838c199ef1751f1dbedb06a734a299edc14d881af80d1faa42
ARC-06-016,small_business,전국 승계·폐업전환·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,7bfe0838724dba5f7bf4aeddbe853def519a8e41604c1b238ec2edd9f360e03f
ARC-06-017,small_business,수도권 창업초기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,fd5d50af73cfb8f282c8645b491ac331ee0f601fde8b5517744c280eb43b48d7
ARC-06-018,small_business,수도권 창업초기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,30942d1e860d579e6f48d3f64fbf76d5e0dc4ec3f289c95cf27c970227636031
ARC-06-019,small_business,수도권 창업초기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,44bbaf3b694d22454a23554132a7738949492967b7cc03c9813e005d675028e4
ARC-06-020,small_business,수도권 창업초기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,d342009ac6a613ab980ab65eadb6e23744b345e7a9d490420a05b6edd67bfe08
ARC-06-021,small_business,수도권 성장기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,d8f42bc710c7134017aa2c3fb4395fa38aecafc774effa352bcc0fca66121944
ARC-06-022,small_business,수도권 성장기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,5c59d4772607c32d12b9aec4c943e4359c67f816cce66901966b843990acba15
ARC-06-023,small_business,수도권 성장기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,be3f50871365a4cd638fb5d3eba71344d2d62e8dfcd4edcd2a40514c324d47b0
ARC-06-024,small_business,수도권 성장기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,cd72073f0b8ca1385d2a1df5073abeebccb22bc180234b9ce5406f6858942e00
ARC-06-025,small_business,수도권 안정운영·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,58ff6a96dc6886ac39edd361d070d36b6a02683864c6d9df0aecffaa28e30b54
ARC-06-026,small_business,수도권 안정운영·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,b1211414677a801cb604e8a39d312bf0635f166768dbad6052598d9f34ececa2
ARC-06-027,small_business,수도권 안정운영·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,a613444a08329d067de49b598e43f43accdb7fd4efce940768a1d71aff360ef0
ARC-06-028,small_business,수도권 안정운영·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,69ac4db9747ba43a98b2f9d027329137bb978d7c8695e79570518aa76faad3cf
ARC-06-029,small_business,수도권 승계·폐업전환·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,47fac4ce524246b4bc3d819da2ccd903d4ba82b707f589a8f93b1ff119f92819
ARC-06-030,small_business,수도권 승계·폐업전환·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,cdb14d64513ae2694358b959fab75dd8fdf72683d71dc547bd19a9251578b15c
ARC-06-031,small_business,수도권 승계·폐업전환·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,5662127fc9ac6c2ff4fbd1c0c78f7731b7aed5a1b5e75ade643124c9fdfcfd66
ARC-06-032,small_business,수도권 승계·폐업전환·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,32c5a1561492df1f2f0673637e771e115eba6e8171da26f168403f111a41591e
ARC-06-033,small_business,충청권 창업초기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,24d46e1d178603d5ced8640b8f13074b3a02087fe01304dbc5384d9c360585e1
ARC-06-034,small_business,충청권 창업초기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,88cb1bff3f999e84d16d4e904167f39fc7705c80c0ce36fd5ea48ce10e721140
ARC-06-035,small_business,충청권 창업초기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,4a79b4576744b21f9dfc35bef7df211e96711b632663fb671240f13de27df163
ARC-06-036,small_business,충청권 창업초기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,db5f7ceb2ff1a49bdfa70e0ebf014cbd11d4db5831a74c56c9ff9d0c661a7779
ARC-06-037,small_business,충청권 성장기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,6156fa6308428677399d262b5752eee9833b169d3706e574cc065adeed96c399
ARC-06-038,small_business,충청권 성장기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,f37c4ba791fe76279ead7b9f886ba48a20f5ec60aeb8a17d19b4da4d592ccbeb
ARC-06-039,small_business,충청권 성장기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,baa511553fe3c505d69968506f144ce9e486761f109ffc115c965f54f653386f
ARC-06-040,small_business,충청권 성장기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,c7e362de293f8f878c1dcf04f1ff56766617423c9521de8a32eff616ea6df56d
ARC-06-041,small_business,충청권 안정운영·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,28752f801be0993ac498845585ca750a9062c3f11e2a3ad6227d2c541ad10fc1
ARC-06-042,small_business,충청권 안정운영·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,6f3254952e0fd5f9bf57948cf296c8c26776126c8c9e2b95b753d6fb257e4068
ARC-06-043,small_business,충청권 안정운영·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,18af362e9e57a98a9b4aec2afadd9b12dcfe9fb63bf5eb285c82196df95ab7a7
ARC-06-044,small_business,충청권 안정운영·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,1061e868904df858ab29f7ecbce74be6a71cbfca346b68cfa8ac17ba8129f708
ARC-06-045,small_business,충청권 승계·폐업전환·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,7c40f51c24a9eae0ee6f5933f39da170eaa28121b37f656cb1597ff1b3c385b4
ARC-06-046,small_business,충청권 승계·폐업전환·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,aefd024338b9a6eb6dc5876f380096c0651cd0d7a3aed238554316f6f46b4472
ARC-06-047,small_business,충청권 승계·폐업전환·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,a012d0b397d00b55a9a259b31bb808f11ae497aa7d58ac299e05ba201f96c666
ARC-06-048,small_business,충청권 승계·폐업전환·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,dbfb870a782ae78db54a2c607fe8195f003b31f92150d3b95a48af3d3cb7d2d3
ARC-06-049,small_business,호남권 창업초기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,fb3aaace8edfbc5e3e1afa023f165626d4ba0d2d741d568b33feb5639e7a9e4d
ARC-06-050,small_business,호남권 창업초기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,f626205369e2445e4c91c9621cccf49ea56a5ac0e4dbe5af655ad9259d419309
ARC-06-051,small_business,호남권 창업초기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,de36bb22c67325611343912e180eb2a8d480decae34bb85ab2342f136c35405c
ARC-06-052,small_business,호남권 창업초기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,28358529afeb7a1ea3e683f14ae2002209af2add570ef21051836bac2c157730
ARC-06-053,small_business,호남권 성장기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,4ea0411c67974de56f12b15155457df90d74624af6e5f06ea06b1ff037d55365
ARC-06-054,small_business,호남권 성장기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,eb4d4be45a1ac57286fa0f737bdc0d198060787a4266ee786e02ea79e53454e1
ARC-06-055,small_business,호남권 성장기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,cbf5266c452428d1d8c33be18853226fcfc95d21d63b9206741cc969922777ce
ARC-06-056,small_business,호남권 성장기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,80f5e138ab50ec0febaec293a2aae78da2ef9647dbfcf199c597266623a4f2e6
ARC-06-057,small_business,호남권 안정운영·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,98e14e9a4352280765c45d56703b4184321ae8ce53504a371313d28284960148
ARC-06-058,small_business,호남권 안정운영·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,ffc2d09114c766e48adcc96ece9d45d4b7fec0de85666dcd99c1f8097c45c998
ARC-06-059,small_business,호남권 안정운영·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,69d4415d23c88dc14df7bde451cd087056831650c72a618c9f4624f45ae75252
ARC-06-060,small_business,호남권 안정운영·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,e5f8206e01dc73332c7adee29acf2bc5bfa1ad67a484b769e5c267c07c832bac
ARC-06-061,small_business,호남권 승계·폐업전환·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,a28af0ebb54c6898bb7b9e81d52c78770425fced8472262abaeecee3d7c52a84
ARC-06-062,small_business,호남권 승계·폐업전환·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,95f79ddaa0a782db56e45411cbe864fde7f8b4f237c735f634b89c4d827b0e83
ARC-06-063,small_business,호남권 승계·폐업전환·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,073894f21a8d65a3c288b2048063717b55141c54bc616981eeb090cb68171a65
ARC-06-064,small_business,호남권 승계·폐업전환·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,21b20f09e5bb7a6004d979a57d2a912a24023fa46624bd776da4bd1377867344
ARC-06-065,small_business,영남권 창업초기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,bbe74b9b45cae4abc408b9fae1754e2efb31dd9a0af4ad5df102c50791edebda
ARC-06-066,small_business,영남권 창업초기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,89532a19a78f1d904dcfb8b5ab730ba25a1484dc02f31da01bdf87cb4626ff00
ARC-06-067,small_business,영남권 창업초기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,e356c186f7963746030b8045826660c6c011d516b26c1dee86ffb6c4aba25ce0
ARC-06-068,small_business,영남권 창업초기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,228ec923cf2027c95c2129bb7dae31ebb29e26e294d37a1d4e79b9ff5e8995d8
ARC-06-069,small_business,영남권 성장기·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,7c3f94571791d5ea3d9e6b44e39259256dec3ed90c22a84182e8c98bafcfb1c3
ARC-06-070,small_business,영남권 성장기·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,b9fdcb3d8cd11497ba8e1e5db7af266ca2243cb605b240fb5e6ced201a708616
ARC-06-071,small_business,영남권 성장기·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,3ea496524356bfa1a857b772a1c71f46a97c2a6b58f3d84de61873123365cbb2
ARC-06-072,small_business,영남권 성장기·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,0f02e0d9854f2e309df29d07276e53a9dfad8109f5bf926ed5ae6376c4f29860
ARC-06-073,small_business,영남권 안정운영·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,d05cd619549d20e2c0f7401901f3284d53348f336ac4bc903781b8af3f47474a
ARC-06-074,small_business,영남권 안정운영·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,dcfcce0aa81f408781b860e843205e6d7fd3667d3426a34cfc00f686d0006890
ARC-06-075,small_business,영남권 안정운영·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,c43b32d03e9ab4ce52d8c094a299ee1d0ea34229be6f013d3034c6d65f985526
ARC-06-076,small_business,영남권 안정운영·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,b94798bb018819ef370257adb75a8e246cff883060968422e5800bad50c0d4e7
ARC-06-077,small_business,영남권 승계·폐업전환·오프라인 중심 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,2bb8f30ae6c9bb8424b50ff72d14d8e951bde58416598563ff9d8fe2205d0ee4
ARC-06-078,small_business,영남권 승계·폐업전환·홈페이지 미보유 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,e34304c727c436e623907e964b136acb1a7118c21a0c798d16fddbf30576ebe6
ARC-06-079,small_business,영남권 승계·폐업전환·온라인판매 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,617ac8e36a36a370473343a32de525a8ce7a148897733d5318b493f8caf75a16
ARC-06-080,small_business,영남권 승계·폐업전환·운영자동화 자영업·소상공인·사업 운영,enterprise,not_estimable,,,,E,05ff75728f93aa4ebdd7bf6e43005907803dabc3dd0b549f7a34b3814787975f
ARC-07-001,financial_capacity,전국 저소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,3b7eb69f30c48f6c960df09eff43e0e59efd6084125449d6f14cd95c7df4af3b
ARC-07-002,financial_capacity,전국 저소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,c5a3c4730e002e83a6feb31e423d76cc31a91e9212beb244c5137afe1d3ca939
ARC-07-003,financial_capacity,전국 저소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,cf425b008bd93c23aae7aac97cb2531aeb9d0aed5ab7d2c058bf0c45c29df7c8
ARC-07-004,financial_capacity,전국 저소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,55497ec7e2fc523788e801f7fafb2f351c3a9768a8604b3ba73f395147836145
ARC-07-005,financial_capacity,전국 중간소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,3f4e38624a2b832d7e85e4919a04affecea35c49c9f895c52693fa720ca66587
ARC-07-006,financial_capacity,전국 중간소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,b57158d62bcca69d48dc477027afe9508e0d41409343bdf949feecdc86e3bfc1
ARC-07-007,financial_capacity,전국 중간소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,93a31542aff18e3fed20d00fe095b26dd532bf1247e6ec0dba761995e1f168f3
ARC-07-008,financial_capacity,전국 중간소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,d469f1b7f0d4cec0439f1efafc3743ae3ee4c753b95ff85426657bbb9fcd70c0
ARC-07-009,financial_capacity,전국 상위소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,4a92be0a384ee77606c7f396adec125ee2f35b4d79601076ef803984ebcbab96
ARC-07-010,financial_capacity,전국 상위소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,52636863f8ae8436860ff4f33f33b63dc2758b3fb59323b8fecff0b43d9d3591
ARC-07-011,financial_capacity,전국 상위소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,598991bef1e0aa76f51cf53635a39e6ceef14777bc6f9eb54e6ced59b6fd9801
ARC-07-012,financial_capacity,전국 상위소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,83f7c67308871e49033ff6b86f255853754abf499b133ee116740df63840d434
ARC-07-013,financial_capacity,전국 은퇴소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,1e32c86032fdf19955065dde1262da04fe9b3001d15ebcfb41611cb6d477ddaa
ARC-07-014,financial_capacity,전국 은퇴소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,a97387e64776c984564e7b0a3f6fb21804c09e605f7fc1250c54ebcfa93a0360
ARC-07-015,financial_capacity,전국 은퇴소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,1ec6f2d76eef4bed5141ae5b87dbfb5b028261fa8a31ab1f332543ae33f53414
ARC-07-016,financial_capacity,전국 은퇴소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,b271d95cb3a8888d4153b4b6961024074d31378d5febd6c30628c38e810726b9
ARC-07-017,financial_capacity,수도권 저소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,4695a8932c773214d9455ebd46d8b35df8ca6e8bc341bdcc64604b164ae5e9e7
ARC-07-018,financial_capacity,수도권 저소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,61ce47a44fff2bf1c4c671c7c0cf61a90ecec917eba9e63316aa3da5bde773fd
ARC-07-019,financial_capacity,수도권 저소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,1c220617139c8f9707d3cbb4b9e9d067e06a1e443c8ccc6d30262c13cad30d34
ARC-07-020,financial_capacity,수도권 저소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,52ac62c01e245d6af9227ac0ea97278d03fe02f01497d46991385f84ad24282e
ARC-07-021,financial_capacity,수도권 중간소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,ddc039f8b07206411389988d70fd1983cbea9cd454d529465d04d89b94c27741
ARC-07-022,financial_capacity,수도권 중간소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,e301fe71f5e382c71058028c41c8c4cded895174c75c3a38fe1b99ea5d57d341
ARC-07-023,financial_capacity,수도권 중간소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,580eb890cc1c62e560eb1ec408abcfbe320230bd04be01d4e93b494a1c394c17
ARC-07-024,financial_capacity,수도권 중간소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,ef1a17772971eb539f73907bda6a9365f07302af1e44217bb96e9814516778f0
ARC-07-025,financial_capacity,수도권 상위소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,05de09aaf74a12d806bc4d250de3936d184a2d4abfeafc3f55985bf2572c8bb6
ARC-07-026,financial_capacity,수도권 상위소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,41ad7216d638960f9f4567b72aab54323c9eb20c24f8dc943a9c012d98e46977
ARC-07-027,financial_capacity,수도권 상위소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,068316064d6611de785c390c68633fce6edc343572e40fe1777a4394a677528a
ARC-07-028,financial_capacity,수도권 상위소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,98a9f6b03be94232254db83ec07191983bd1e184e27ff49d4e931135cb98acf1
ARC-07-029,financial_capacity,수도권 은퇴소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,4aeaf095fc39f5ed6e2a4173c05fa4049355c7787df71adca9b50ed23c6dbbe6
ARC-07-030,financial_capacity,수도권 은퇴소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,421f35fa2a14f8c0de3ca0c11a4b3387a8fb92524a65f9ec87d3bc3f09f96600
ARC-07-031,financial_capacity,수도권 은퇴소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,f69d94457dfbfd3449d28a1cea41662a1f8ba88ea276c9a72ee967118722bfa1
ARC-07-032,financial_capacity,수도권 은퇴소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,79e69b5812f1a2373aba7d07fbd8e917627051834f9b99ae5b6095d4110bf7da
ARC-07-033,financial_capacity,충청권 저소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,29886583aedd3f160a68aa9d53c782389d8e5eee0db014c4d7c413ce5cf32dd6
ARC-07-034,financial_capacity,충청권 저소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,c3b9ecc2fb4c513e2a53d95ac140490e2fa1d6c0c7c1e3ec685139588e9f9795
ARC-07-035,financial_capacity,충청권 저소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,7c0e453b21806bd0c1ffb95cd334f053451d11f81836969a52708a9ce334f037
ARC-07-036,financial_capacity,충청권 저소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,53a54fcd42f30a40b40e5e5429299f4682701e01117272c396758184256a5991
ARC-07-037,financial_capacity,충청권 중간소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,6227c3159789de40fc6b9dba7db6a29c8c3d235b2e7c3482a8284b400f93ef24
ARC-07-038,financial_capacity,충청권 중간소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,84a926e93a6864e2bf7e21f02519a74ac3f1f6bf40469616450827aedb78322b
ARC-07-039,financial_capacity,충청권 중간소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,6595db8e24471813458f64df777fee7e5945d9c215acaf8376ec06423f53ed6b
ARC-07-040,financial_capacity,충청권 중간소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,2f06fbe1837cac073ce8a1f52d5282260ebd2cb666481442ba8a86ec20848ee0
ARC-07-041,financial_capacity,충청권 상위소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,77d0c5c3b35e662a0b6d29c40e861b2817f2cc46594922aa2f2b5ff2c9e7a688
ARC-07-042,financial_capacity,충청권 상위소득·부채상환 소득·자산·부채·소비여력,household,not_estimable,,,,E,132581c4f26b1c020344f0c51b73a6c2b5965ce4734e0bb9a0c4d5a9bd740b10
ARC-07-043,financial_capacity,충청권 상위소득·투자지향 소득·자산·부채·소비여력,household,not_estimable,,,,E,36681308f8227e9a6e40f489c59b133a6bcf34071812696718601554a5c47634
ARC-07-044,financial_capacity,충청권 상위소득·위험관리 소득·자산·부채·소비여력,household,not_estimable,,,,E,6ae9de3349af22615f2bc13b5f2979ee8afdf65286e062b113887b9646214730
ARC-07-045,financial_capacity,충청권 은퇴소득·저축중심 소득·자산·부채·소비여력,household,not_estimable,,,,E,a25299306f95eac3b179d26f13bbd464b070230179e41e36d388af1899d97af5
